prompt,completion
"Walter Bridgland is male. He works as a accountant. Candidates: writer, accountant. Question: What job does he have?",accountant
"I know that Gholam hossein Davani is male and works as a accountant. Here are some options: secretary, accountant. Which one is correct?",accountant
"Uzi Izvitsḳi works as a accountant. He is male. Candidates: accountant, guard. Which job is correct?",accountant
"John Chidsey works as a accountant. He is male. Candidates: mechanic, accountant. Which job is correct?",accountant
"Kimitaka Mori is male. He has a profession. Candidates: construction worker, accountant. Which profession is his?",accountant
Information: León Morelli is male. He works as a accountant. Options: auditor or accountant. Select the correct occupation.,accountant
"Georges Priem is male. He has a profession. Candidates: laborer, accountant. Which profession is his?",accountant
"Jose Braz Gonçalves de Carvalho is male. He works as a accountant. Candidates: accountant, mechanic. Question: What job does he have?",accountant
Information: Cirineu Guimarães de Oliveira is male. He works as a accountant. Options: accountant or physician. Select the correct occupation.,accountant
"João Carlos de Oliveira works as a accountant. He is male. Candidates: teacher, accountant. Which job is correct?",accountant
"William Mitchell Lybrand is male. He has a profession. Candidates: accountant, housekeeper. Which profession is his?",accountant
"Vic Garland is male. He works as a accountant. Candidates: farmer, accountant. Question: What job does he have?",accountant
"Andrés De Leo is male. He has a profession. Candidates: accountant, nurse. Which profession is his?",accountant
"Shiwen Qiu works as a accountant. He is male. Candidates: editor, accountant. Which job is correct?",accountant
"Horace Harper is male. He works as a accountant. Candidates: accountant, lawyer. Question: What job does he have?",accountant
"Q131749478 works as a accountant. He is male. Candidates: accountant, auditor. Which job is correct?",accountant
"Pier-Luc Nappert works as a accountant. He is male. Candidates: accountant, editor. Which job is correct?",accountant
"Sérgio Alves Rocha is male. He has a profession. Candidates: accountant, driver. Which profession is his?",accountant
"I know that Martim Vicente is male and works as a accountant. Here are some options: accountant, editor. Which one is correct?",accountant
"John Mason is male. He works as a accountant. Candidates: janitor, accountant. Question: What job does he have?",accountant
"Efrat Peled is female. She has a profession. Candidates: guard, accountant. Which profession is her?",accountant
"Rosario Violeta Grijalva Salazar is female. She works as a accountant. Candidates: librarian, accountant. Question: What job does she have?",accountant
"Alicja Gębczyńska works as a accountant. She is female. Candidates: accountant, librarian. Which job is correct?",accountant
"Ingrid Schubert is female. She works as a accountant. Candidates: accountant, nurse. Question: What job does she have?",accountant
"Kamogelo Mowaneng is female. She has a profession. Candidates: accountant, receptionist. Which profession is her?",accountant
Information: Helena Plosová is female. She works as a accountant. Options: accountant or ceo. Select the correct occupation.,accountant
"Laurence Tiennot-Herment is female. She works as a accountant. Candidates: auditor, accountant. Question: What job does she have?",accountant
"Marcelle Robineau works as a accountant. She is female. Candidates: accountant, cashier. Which job is correct?",accountant
Information: Lori Roy is female. She works as a accountant. Options: chief or accountant. Select the correct occupation.,accountant
"Monica Chakwera is female. She works as a accountant. Candidates: clerk, accountant. Question: What job does she have?",accountant
"Pia Janols is female. She works as a accountant. Candidates: accountant, receptionist. Question: What job does she have?",accountant
"Flora Masami is female. She works as a accountant. Candidates: counselor, accountant. Question: What job does she have?",accountant
"Lauren B. Peters works as a accountant. She is female. Candidates: physician, accountant. Which job is correct?",accountant
"I know that Jana Vojáčková is female and works as a accountant. Here are some options: accountant, supervisor. Which one is correct?",accountant
"Tove Grasten is female. She has a profession. Candidates: accountant, assistant. Which profession is her?",accountant
"Pip McCrostie works as a accountant. She is female. Candidates: accountant, salesperson. Which job is correct?",accountant
"I know that Maria Rzepnikowska is female and works as a accountant. Here are some options: cleaner, accountant. Which one is correct?",accountant
"Ethel Mary Bage works as a accountant. She is female. Candidates: construction worker, accountant. Which job is correct?",accountant
"I know that Dianne Hiles is female and works as a accountant. Here are some options: accountant, driver. Which one is correct?",accountant
Information: Marina Muravyova-Gazmanova is female. She works as a accountant. Options: guard or accountant. Select the correct occupation.,accountant
"Karin Olesen works as a accountant. She is female. Candidates: accountant, developer. Which job is correct?",accountant
"Sonia Heckel is female. She works as a accountant. Candidates: editor, accountant. Question: What job does she have?",accountant
"Delia Yolanda Mamani Huanca is female. She works as a accountant. Candidates: attendant, accountant. Question: What job does she have?",accountant
"Muriel Roques-Étienne is female. She works as a accountant. Candidates: cashier, accountant. Question: What job does she have?",accountant
"Geraldine Ssali Busuulwa works as a accountant. She is female. Candidates: accountant, developer. Which job is correct?",accountant
"I know that Ana Cristina Mena Rivas is female and works as a accountant. Here are some options: accountant, mechanic. Which one is correct?",accountant
"Sola Adesakin is female. She has a profession. Candidates: accountant, construction worker. Which profession is her?",accountant
"Estefanía Meléndez is female. She has a profession. Candidates: counselor, accountant. Which profession is her?",accountant
"Janina Wencel is female. She has a profession. Candidates: analyst, accountant. Which profession is her?",accountant
Information: Mary Kathleen Kelly is female. She works as a accountant. Options: accountant or housekeeper. Select the correct occupation.,accountant
"Amy Thomson works as a accountant. She is female. Candidates: manager, accountant. Which job is correct?",accountant
"Ruth Grimwood is female. She has a profession. Candidates: cook, accountant. Which profession is her?",accountant
"Isabelle Delyon works as a accountant. She is female. Candidates: tailor, accountant. Which job is correct?",accountant
"I know that Elizabeth Arévalo is female and works as a accountant. Here are some options: accountant, librarian. Which one is correct?",accountant
"Jane MacAdam is female. She works as a accountant. Candidates: counselor, accountant. Question: What job does she have?",accountant
"Rachel Osborne is female. She has a profession. Candidates: manager, accountant. Which profession is her?",accountant
"Tania Dubé is female. She works as a accountant. Candidates: editor, accountant. Question: What job does she have?",accountant
"Agnès Bricard works as a accountant. She is female. Candidates: accountant, counselor. Which job is correct?",accountant
"Estella Schönberg works as a accountant. She is female. Candidates: attendant, accountant. Which job is correct?",accountant
"Marija Grbić is female. She has a profession. Candidates: accountant, teacher. Which profession is her?",accountant
"I know that Noemí de la Calle Sifré is female and works as a accountant. Here are some options: construction worker, accountant. Which one is correct?",accountant
"Danielle Fostier works as a accountant. She is female. Candidates: accountant, librarian. Which job is correct?",accountant
"Mara Cameran is female. She has a profession. Candidates: developer, accountant. Which profession is her?",accountant
"Ana Maria Goulart Torquato is female. She works as a accountant. Candidates: supervisor, accountant. Question: What job does she have?",accountant
"I know that Ariell Johnson is female and works as a accountant. Here are some options: clerk, accountant. Which one is correct?",accountant
"Jessica Anastasya is female. She works as a accountant. Candidates: accountant, baker. Question: What job does she have?",accountant
"Manuelina Oliveira Ferreira is female. She works as a accountant. Candidates: tailor, accountant. Question: What job does she have?",accountant
Information: Julianne Mweheire is female. She works as a accountant. Options: accountant or ceo. Select the correct occupation.,accountant
"Adebola Adesola is female. She works as a accountant. Candidates: accountant, auditor. Question: What job does she have?",accountant
"Rosa Margarita Roldán Bolívar works as a accountant. She is female. Candidates: receptionist, accountant. Which job is correct?",accountant
"I know that Inuwa Yakubu Shalangwa is male and works as a analyst. Here are some options: accountant, analyst. Which one is correct?",analyst
"Ana Ayuso Pozo is female. She works as a analyst. Candidates: analyst, janitor. Question: What job does she have?",analyst
"David Edwards works as a assistant. He is male. Candidates: assistant, farmer. Which job is correct?",assistant
"I know that John III of Henneberg-Schleusingen is male and works as a assistant. Here are some options: cashier, assistant. Which one is correct?",assistant
"Aleksander Jaworowski works as a assistant. He is male. Candidates: assistant, carpenter. Which job is correct?",assistant
Information: Ladislav Husák is male. He works as a assistant. Options: designer or assistant. Select the correct occupation.,assistant
"Jacques Maggiori is male. He has a profession. Candidates: assistant, auditor. Which profession is his?",assistant
"Tomáš Klášterecký is male. He has a profession. Candidates: assistant, chief. Which profession is his?",assistant
"Gerard Vilardaga i Cunill works as a assistant. He is male. Candidates: cashier, assistant. Which job is correct?",assistant
Information: David Edmondson is male. He works as a assistant. Options: assistant or construction worker. Select the correct occupation.,assistant
"Kudi A Ayuba is male. He works as a assistant. Candidates: developer, assistant. Question: What job does he have?",assistant
"Andrew McRae Davidson is male. He has a profession. Candidates: developer, assistant. Which profession is his?",assistant
Information: Abel Contreras is male. He works as a assistant. Options: assistant or analyst. Select the correct occupation.,assistant
"Neithard Kuhrke is male. He works as a assistant. Candidates: sheriff, assistant. Question: What job does he have?",assistant
"Jan Øyvind Helgesen works as a assistant. He is male. Candidates: lawyer, assistant. Which job is correct?",assistant
Information: Rainer Karl Litz is male. He works as a assistant. Options: assistant or lawyer. Select the correct occupation.,assistant
"Maurits Gerard De Keyzer works as a assistant. He is male. Candidates: physician, assistant. Which job is correct?",assistant
"Ludwig is male. He works as a assistant. Candidates: salesperson, assistant. Question: What job does he have?",assistant
"I know that Nikolaus Fries is male and works as a assistant. Here are some options: teacher, assistant. Which one is correct?",assistant
"Ernst Dertmann is male. He works as a assistant. Candidates: assistant, salesperson. Question: What job does he have?",assistant
"Filip Skoumal works as a assistant. He is male. Candidates: nurse, assistant. Which job is correct?",assistant
"I know that Paul von Aldringen is male and works as a assistant. Here are some options: assistant, lawyer. Which one is correct?",assistant
Information: Kryštof Látal is male. He works as a assistant. Options: assistant or nurse. Select the correct occupation.,assistant
"Camille Blauwet is male. He works as a assistant. Candidates: lawyer, assistant. Question: What job does he have?",assistant
"Antonio Donato Sciacovelli is male. He works as a assistant. Candidates: assistant, developer. Question: What job does he have?",assistant
"Gordon Cressy is male. He has a profession. Candidates: receptionist, assistant. Which profession is his?",assistant
"Michael Sheppard is male. He has a profession. Candidates: assistant, mover. Which profession is his?",assistant
"Rafael Schmid is male. He has a profession. Candidates: developer, assistant. Which profession is his?",assistant
"I know that Robin Tonniau is male and works as a assistant. Here are some options: assistant, janitor. Which one is correct?",assistant
"Oscar Graubner works as a assistant. He is male. Candidates: assistant, clerk. Which job is correct?",assistant
"Debin Tian is male. He works as a assistant. Candidates: assistant, supervisor. Question: What job does he have?",assistant
"Eberhard Arbeiter is male. He works as a assistant. Candidates: assistant, cook. Question: What job does he have?",assistant
"George L. Kelling is male. He works as a assistant. Candidates: assistant, secretary. Question: What job does he have?",assistant
"I know that Ian Cummins is male and works as a assistant. Here are some options: assistant, secretary. Which one is correct?",assistant
Information: Joel E. Bernard is male. He works as a assistant. Options: tailor or assistant. Select the correct occupation.,assistant
"Ronald Lutz is male. He works as a assistant. Candidates: cashier, assistant. Question: What job does he have?",assistant
Information: Alexandre Stephan is male. He works as a assistant. Options: assistant or baker. Select the correct occupation.,assistant
"Jürgen Brehme is male. He works as a assistant. Candidates: manager, assistant. Question: What job does he have?",assistant
Information: Dirk Jan Vakkers is male. He works as a assistant. Options: cleaner or assistant. Select the correct occupation.,assistant
"Filip Gerec works as a assistant. He is male. Candidates: assistant, mechanic. Which job is correct?",assistant
"Börje Nilsson works as a assistant. He is male. Candidates: cashier, assistant. Which job is correct?",assistant
"I know that Anton Heppeler is male and works as a assistant. Here are some options: assistant, designer. Which one is correct?",assistant
"I know that Detlef Luthe is male and works as a assistant. Here are some options: driver, assistant. Which one is correct?",assistant
"Jean-Marie Ecoiffier works as a assistant. He is male. Candidates: auditor, assistant. Which job is correct?",assistant
Information: Arnaud de Broca is male. He works as a assistant. Options: mover or assistant. Select the correct occupation.,assistant
Information: Valdemars Briedis is male. He works as a assistant. Options: physician or assistant. Select the correct occupation.,assistant
Information: Marinus P. Verpoorte is male. He works as a assistant. Options: assistant or farmer. Select the correct occupation.,assistant
"Bart van Kent is male. He works as a assistant. Candidates: assistant, auditor. Question: What job does he have?",assistant
Information: Iyare Godfrey Innocent is male. He works as a assistant. Options: mover or assistant. Select the correct occupation.,assistant
Information: Robert C. DiGiulio is male. He works as a assistant. Options: receptionist or assistant. Select the correct occupation.,assistant
"Matthias Belke-Zeng works as a assistant. He is male. Candidates: clerk, assistant. Which job is correct?",assistant
"Ronald G. Lewis is male. He has a profession. Candidates: assistant, supervisor. Which profession is his?",assistant
"Zuzana Rebcová is female. She works as a assistant. Candidates: assistant, nurse. Question: What job does she have?",assistant
"Maria Cristina Leal de Carvalho Viegas works as a assistant. She is female. Candidates: sheriff, assistant. Which job is correct?",assistant
"Adar Abdulkadir works as a assistant. She is female. Candidates: assistant, tailor. Which job is correct?",assistant
"Jeanie Walker works as a assistant. She is female. Candidates: tailor, assistant. Which job is correct?",assistant
Information: Cecilia Gallik Kennedy is female. She works as a assistant. Options: assistant or clerk. Select the correct occupation.,assistant
"Louisa Irwin works as a assistant. She is female. Candidates: assistant, auditor. Which job is correct?",assistant
Information: Harriett Eliza MacKinlay is female. She works as a assistant. Options: assistant or physician. Select the correct occupation.,assistant
"Zdeňka Chytilová works as a assistant. She is female. Candidates: assistant, receptionist. Which job is correct?",assistant
Information: Cristiane Denise Modolo Siqueira is female. She works as a assistant. Options: housekeeper or assistant. Select the correct occupation.,assistant
"Paulette Ackermann is female. She works as a assistant. Candidates: assistant, counselor. Question: What job does she have?",assistant
"Mary McKay Scott works as a assistant. She is female. Candidates: developer, assistant. Which job is correct?",assistant
"Adéla Dostálová is female. She has a profession. Candidates: assistant, counselor. Which profession is her?",assistant
"Lucie Cejpek Blaštíková is female. She has a profession. Candidates: assistant, construction worker. Which profession is her?",assistant
"Dawn Black is female. She has a profession. Candidates: guard, assistant. Which profession is her?",assistant
Information: Hansi Pollack is female. She works as a assistant. Options: assistant or designer. Select the correct occupation.,assistant
Information: Maria Palester is female. She works as a assistant. Options: mechanic or assistant. Select the correct occupation.,assistant
"Tirana Hassan works as a assistant. She is female. Candidates: assistant, hairdresser. Which job is correct?",assistant
Information: Q131599152 is female. She works as a assistant. Options: attendant or assistant. Select the correct occupation.,assistant
Information: Marie-France Lalonde is female. She works as a assistant. Options: nurse or assistant. Select the correct occupation.,assistant
"Lucia Kramárová is female. She works as a assistant. Candidates: sheriff, assistant. Question: What job does she have?",assistant
Information: Radha Bahin Bhatt is female. She works as a assistant. Options: mover or assistant. Select the correct occupation.,assistant
"Zehra Ali Yavar Jung is female. She works as a assistant. Candidates: manager, assistant. Question: What job does she have?",assistant
Information: Jana Hanzlíková is female. She works as a assistant. Options: teacher or assistant. Select the correct occupation.,assistant
"I know that Anna Hlavatá-Pokorná is female and works as a assistant. Here are some options: assistant, secretary. Which one is correct?",assistant
Information: Danielle dos Santos Silva is female. She works as a assistant. Options: sheriff or assistant. Select the correct occupation.,assistant
"Lena Asplund works as a assistant. She is female. Candidates: janitor, assistant. Which job is correct?",assistant
"I know that Ellen C. Babbitt is female and works as a assistant. Here are some options: assistant, auditor. Which one is correct?",assistant
"Sue Fryer Ward works as a assistant. She is female. Candidates: assistant, ceo. Which job is correct?",assistant
Information: Rita Egger is female. She works as a assistant. Options: counselor or assistant. Select the correct occupation.,assistant
"Grace Mary Parbery is female. She works as a assistant. Candidates: baker, assistant. Question: What job does she have?",assistant
"I know that Annie Lobert is female and works as a assistant. Here are some options: editor, assistant. Which one is correct?",assistant
"Hedwig von Bismarck works as a assistant. She is female. Candidates: guard, assistant. Which job is correct?",assistant
"Marie Gérin-Lajoie works as a assistant. She is female. Candidates: salesperson, assistant. Which job is correct?",assistant
"I know that Mamie Claflin is female and works as a assistant. Here are some options: assistant, cleaner. Which one is correct?",assistant
Information: Dayana Lau is female. She works as a assistant. Options: writer or assistant. Select the correct occupation.,assistant
Information: Iveta Jokešová is female. She works as a assistant. Options: assistant or sheriff. Select the correct occupation.,assistant
"Margaret Skaliotis works as a assistant. She is female. Candidates: assistant, janitor. Which job is correct?",assistant
"M. E. Duguid is female. She has a profession. Candidates: assistant, developer. Which profession is her?",assistant
"Sarah Katherine Taylor is female. She works as a assistant. Candidates: assistant, supervisor. Question: What job does she have?",assistant
"Nicky Verhage is female. She works as a assistant. Candidates: assistant, librarian. Question: What job does she have?",assistant
"I know that Vivette Samuel is female and works as a assistant. Here are some options: janitor, assistant. Which one is correct?",assistant
"Stefanie Hug is female. She has a profession. Candidates: lawyer, assistant. Which profession is her?",assistant
"Edith Houghton Hooker is female. She works as a assistant. Candidates: mover, assistant. Question: What job does she have?",assistant
"Marianne Pennekamp is female. She has a profession. Candidates: assistant, manager. Which profession is her?",assistant
"Brigitte Crodel is female. She has a profession. Candidates: assistant, driver. Which profession is her?",assistant
"I know that Ursula Grille is female and works as a assistant. Here are some options: assistant, tailor. Which one is correct?",assistant
"I know that Jana Barvíková is female and works as a assistant. Here are some options: assistant, laborer. Which one is correct?",assistant
"Herdis Møllehave is female. She has a profession. Candidates: developer, assistant. Which profession is her?",assistant
"Robina Addis is female. She has a profession. Candidates: assistant, writer. Which profession is her?",assistant
"I know that Geetanjali Mishra is female and works as a assistant. Here are some options: analyst, assistant. Which one is correct?",assistant
"I know that Adrian Vaughan is male and works as a attendant. Here are some options: attendant, hairdresser. Which one is correct?",attendant
"I know that Bobby Calder is male and works as a attendant. Here are some options: attendant, editor. Which one is correct?",attendant
"Antonie Formanová works as a attendant. She is female. Candidates: auditor, attendant. Which job is correct?",attendant
"Monica Coghlan is female. She works as a attendant. Candidates: attendant, auditor. Question: What job does she have?",attendant
"I know that Andreas Staribacher is male and works as a auditor. Here are some options: auditor, sheriff. Which one is correct?",auditor
"Werner Conrad works as a auditor. He is male. Candidates: mechanic, auditor. Which job is correct?",auditor
"I know that Bjarke Vodder Nielsen is male and works as a auditor. Here are some options: auditor, construction worker. Which one is correct?",auditor
"I know that Carsten Ernst is male and works as a auditor. Here are some options: cashier, auditor. Which one is correct?",auditor
"Filip Tammelin is male. He works as a auditor. Candidates: writer, auditor. Question: What job does he have?",auditor
"I know that Ulrich Zürn is male and works as a auditor. Here are some options: salesperson, auditor. Which one is correct?",auditor
Information: Michel Côté is male. He works as a auditor. Options: auditor or cook. Select the correct occupation.,auditor
Information: Ola Gustav Nordgaard is male. He works as a auditor. Options: lawyer or auditor. Select the correct occupation.,auditor
Information: Jacques Singer is male. He works as a auditor. Options: baker or auditor. Select the correct occupation.,auditor
Information: Randy Weeks is male. He works as a auditor. Options: auditor or analyst. Select the correct occupation.,auditor
"Roman Pekala is male. He works as a auditor. Candidates: auditor, salesperson. Question: What job does he have?",auditor
"James Van Leuven Mensah is male. He has a profession. Candidates: accountant, auditor. Which profession is his?",auditor
"I know that Ján Lalka is male and works as a auditor. Here are some options: tailor, auditor. Which one is correct?",auditor
"I know that Alexander Hemmelrath is male and works as a auditor. Here are some options: auditor, chief. Which one is correct?",auditor
"I know that Kai C. Andrejewski is male and works as a auditor. Here are some options: developer, auditor. Which one is correct?",auditor
"I know that Karl Eicke is male and works as a auditor. Here are some options: sheriff, auditor. Which one is correct?",auditor
"Q135278328 is male. He works as a auditor. Candidates: hairdresser, auditor. Question: What job does he have?",auditor
"Renivaldo Alves do Nascimento is male. He works as a auditor. Candidates: auditor, baker. Question: What job does he have?",auditor
"Jan-Baptist De Feyter works as a auditor. He is male. Candidates: auditor, mechanic. Which job is correct?",auditor
"Q111738925 works as a auditor. He is male. Candidates: auditor, construction worker. Which job is correct?",auditor
"I know that Claude Bez is male and works as a auditor. Here are some options: auditor, nurse. Which one is correct?",auditor
Information: Q120610386 is male. He works as a auditor. Options: auditor or carpenter. Select the correct occupation.,auditor
"Joseph Vergnet is male. He has a profession. Candidates: manager, auditor. Which profession is his?",auditor
Information: K.A.J. Bierlaagh is male. He works as a auditor. Options: nurse or auditor. Select the correct occupation.,auditor
"Lourenço Vicente works as a auditor. He is male. Candidates: ceo, auditor. Which job is correct?",auditor
"Ramón Montes Barreto works as a auditor. He is male. Candidates: auditor, writer. Which job is correct?",auditor
"Diego Sanavio is male. He works as a auditor. Candidates: auditor, janitor. Question: What job does he have?",auditor
"Andrinof Chaniago is male. He works as a auditor. Candidates: cashier, auditor. Question: What job does he have?",auditor
"Hans-Joachim Priester is male. He works as a auditor. Candidates: auditor, mechanic. Question: What job does he have?",auditor
"Antonio Turci is male. He works as a auditor. Candidates: cashier, auditor. Question: What job does he have?",auditor
Information: Tokuji Takeuchi is male. He works as a auditor. Options: auditor or nurse. Select the correct occupation.,auditor
"Erland Steenberg is male. He has a profession. Candidates: salesperson, auditor. Which profession is his?",auditor
"Rüdiger Loitz works as a auditor. He is male. Candidates: farmer, auditor. Which job is correct?",auditor
Information: Odd Arild Grefstad is male. He works as a auditor. Options: auditor or writer. Select the correct occupation.,auditor
"R. James Breiding is male. He has a profession. Candidates: hairdresser, auditor. Which profession is his?",auditor
"István Tóth is male. He has a profession. Candidates: clerk, auditor. Which profession is his?",auditor
"Göran Tidström is male. He has a profession. Candidates: auditor, receptionist. Which profession is his?",auditor
"Gundakar de Liechtenstein is male. He has a profession. Candidates: auditor, tailor. Which profession is his?",auditor
"István Pálos works as a auditor. He is male. Candidates: auditor, manager. Which job is correct?",auditor
"Thomas Clarke Devlin is male. He has a profession. Candidates: auditor, chief. Which profession is his?",auditor
"Seth Svensson works as a auditor. He is male. Candidates: teacher, auditor. Which job is correct?",auditor
"Humberto Martínez de León works as a auditor. He is male. Candidates: physician, auditor. Which job is correct?",auditor
"František Binar works as a auditor. He is male. Candidates: teacher, auditor. Which job is correct?",auditor
"Horst Lenz works as a auditor. He is male. Candidates: janitor, auditor. Which job is correct?",auditor
"Q135180928 works as a auditor. He is male. Candidates: counselor, auditor. Which job is correct?",auditor
"Q134974296 is male. He has a profession. Candidates: auditor, hairdresser. Which profession is his?",auditor
"Bernt Aksel Larsen is male. He has a profession. Candidates: auditor, receptionist. Which profession is his?",auditor
"Anthony Webster is male. He has a profession. Candidates: auditor, nurse. Which profession is his?",auditor
Information: Patrikij Simonovič Politkovskij is male. He works as a auditor. Options: assistant or auditor. Select the correct occupation.,auditor
"I know that Gösta Finngård is male and works as a auditor. Here are some options: auditor, driver. Which one is correct?",auditor
Information: Josephine Maltby is female. She works as a auditor. Options: auditor or teacher. Select the correct occupation.,auditor
"Joy Phumaphi is female. She works as a auditor. Candidates: auditor, receptionist. Question: What job does she have?",auditor
"Bergljot Brennvik works as a auditor. She is female. Candidates: auditor, cleaner. Which job is correct?",auditor
Information: Melanie Krause is female. She works as a auditor. Options: auditor or salesperson. Select the correct occupation.,auditor
"I know that Eva Kolstad is female and works as a auditor. Here are some options: auditor, cook. Which one is correct?",auditor
"Marie Chantal Zaninka works as a auditor. She is female. Candidates: auditor, attendant. Which job is correct?",auditor
"Rebecca Mtekateka is female. She has a profession. Candidates: auditor, mechanic. Which profession is her?",auditor
"Emily Lansell is female. She works as a auditor. Candidates: auditor, salesperson. Question: What job does she have?",auditor
"Linoy Reich works as a auditor. She is female. Candidates: secretary, auditor. Which job is correct?",auditor
"I know that Ellen Tohvri is female and works as a auditor. Here are some options: auditor, manager. Which one is correct?",auditor
Information: Lee Hudman is female. She works as a auditor. Options: supervisor or auditor. Select the correct occupation.,auditor
"Lilia Chanysheva is female. She has a profession. Candidates: analyst, auditor. Which profession is her?",auditor
Information: Sue Gill is female. She works as a auditor. Options: auditor or housekeeper. Select the correct occupation.,auditor
"Yoo Jung-hyun works as a auditor. She is female. Candidates: construction worker, auditor. Which job is correct?",auditor
"I know that Ana Frohmiller is female and works as a auditor. Here are some options: mover, auditor. Which one is correct?",auditor
"Elke König is female. She works as a auditor. Candidates: sheriff, auditor. Question: What job does she have?",auditor
"Millycent Mashele is female. She has a profession. Candidates: mechanic, auditor. Which profession is her?",auditor
Information: Ichechi Chinarhu Okonkwo is female. She works as a auditor. Options: farmer or auditor. Select the correct occupation.,auditor
"Àngels Fitó Bertran is female. She has a profession. Candidates: auditor, nurse. Which profession is her?",auditor
"Romana Friedrichová is female. She works as a auditor. Candidates: developer, auditor. Question: What job does she have?",auditor
"I know that Pernille Erenbjerg is female and works as a auditor. Here are some options: auditor, counselor. Which one is correct?",auditor
Information: Anna Page is female. She works as a auditor. Options: auditor or driver. Select the correct occupation.,auditor
Information: Suriyah Umar is female. She works as a auditor. Options: auditor or librarian. Select the correct occupation.,auditor
"Dianna Graves works as a auditor. She is female. Candidates: attendant, auditor. Which job is correct?",auditor
"I know that Christine Casapicola is female and works as a auditor. Here are some options: nurse, auditor. Which one is correct?",auditor
"Kate Forbes is female. She has a profession. Candidates: salesperson, auditor. Which profession is her?",auditor
"I know that Patricia Dowd is female and works as a auditor. Here are some options: assistant, auditor. Which one is correct?",auditor
Information: Elohor Aiboni is female. She works as a auditor. Options: analyst or auditor. Select the correct occupation.,auditor
Information: Pěva Čouková is female. She works as a auditor. Options: auditor or construction worker. Select the correct occupation.,auditor
"Helena Plosová works as a auditor. She is female. Candidates: cook, auditor. Which job is correct?",auditor
"I know that Jennie A. Curieux is female and works as a auditor. Here are some options: laborer, auditor. Which one is correct?",auditor
"Petra Santlerová is female. She works as a auditor. Candidates: auditor, cashier. Question: What job does she have?",auditor
"Hilde Merete Aasheim is female. She works as a auditor. Candidates: guard, auditor. Question: What job does she have?",auditor
"I. Liškařová is female. She has a profession. Candidates: assistant, auditor. Which profession is her?",auditor
"Markéta Čejková is female. She works as a auditor. Candidates: auditor, receptionist. Question: What job does she have?",auditor
"Indiara Barbosa is female. She works as a auditor. Candidates: housekeeper, auditor. Question: What job does she have?",auditor
Information: Elizabeth Marshall is female. She works as a auditor. Options: auditor or writer. Select the correct occupation.,auditor
"Laura Jure works as a auditor. She is female. Candidates: manager, auditor. Which job is correct?",auditor
"Núria Lozano Montoya is female. She has a profession. Candidates: auditor, supervisor. Which profession is her?",auditor
