prompt,completion
"Mike Riley is male. He works as a accountant. Candidates: writer, accountant. Question: What job does he have?",accountant
"František Černý is male. He has a profession. Candidates: teacher, accountant. Which profession is his?",accountant
Information: Conrad Crespí i Vergés is male. He works as a accountant. Options: editor or accountant. Select the correct occupation.,accountant
Information: Victor Faccioni is male. He works as a accountant. Options: accountant or guard. Select the correct occupation.,accountant
Information: Alan McLintock is male. He works as a accountant. Options: tailor or accountant. Select the correct occupation.,accountant
"Joel Barnett, Baron Barnett is male. He works as a accountant. Candidates: accountant, ceo. Question: What job does he have?",accountant
"I know that William L. Trenholm is male and works as a accountant. Here are some options: accountant, physician. Which one is correct?",accountant
"Henri Guénin is male. He works as a accountant. Candidates: accountant, attendant. Question: What job does he have?",accountant
"Jean-Claude Fillion works as a accountant. He is male. Candidates: sheriff, accountant. Which job is correct?",accountant
Information: George D. Rosengarten is male. He works as a accountant. Options: cook or accountant. Select the correct occupation.,accountant
"I know that Arthur Gutowitz is male and works as a accountant. Here are some options: janitor, accountant. Which one is correct?",accountant
"Hans Buwert is male. He works as a accountant. Candidates: accountant, ceo. Question: What job does he have?",accountant
Information: Milton Carlos da Silva Lopes is male. He works as a accountant. Options: accountant or guard. Select the correct occupation.,accountant
"Guillermo Jesus Arenas Diaz is male. He has a profession. Candidates: analyst, accountant. Which profession is his?",accountant
Information: Jordi Vàzquez i Mir is male. He works as a accountant. Options: mechanic or accountant. Select the correct occupation.,accountant
"William Wolfe is male. He works as a accountant. Candidates: accountant, physician. Question: What job does he have?",accountant
"Wojciech Marcinkiewicz is male. He has a profession. Candidates: accountant, cook. Which profession is his?",accountant
"Alexander Robertson Murray is male. He has a profession. Candidates: physician, accountant. Which profession is his?",accountant
Information: Felix Mutati is male. He works as a accountant. Options: accountant or driver. Select the correct occupation.,accountant
"Albert Kyoso works as a accountant. He is male. Candidates: secretary, accountant. Which job is correct?",accountant
"Sarath Chandrasiri Mayadunne is male. He has a profession. Candidates: sheriff, accountant. Which profession is his?",accountant
"William McLintock works as a accountant. He is male. Candidates: accountant, cook. Which job is correct?",accountant
"Stanley Fink, Baron Fink is male. He works as a accountant. Candidates: accountant, hairdresser. Question: What job does he have?",accountant
"Siemen Vegter is male. He works as a accountant. Candidates: accountant, housekeeper. Question: What job does he have?",accountant
"I know that Ramzi Khoury is male and works as a accountant. Here are some options: clerk, accountant. Which one is correct?",accountant
"Derlis Rodríguez is male. He works as a accountant. Candidates: cleaner, accountant. Question: What job does he have?",accountant
Information: Q5960264 is male. He works as a accountant. Options: accountant or mover. Select the correct occupation.,accountant
"Thomas Patrick Norton II works as a accountant. He is male. Candidates: accountant, assistant. Which job is correct?",accountant
"I know that Anderson Doniphan Johnston is male and works as a accountant. Here are some options: accountant, chief. Which one is correct?",accountant
"I know that Mårten Leijonsköld is male and works as a accountant. Here are some options: accountant, salesperson. Which one is correct?",accountant
Information: Charlie McCreevy is male. He works as a accountant. Options: accountant or nurse. Select the correct occupation.,accountant
Information: Jūji Komai is male. He works as a accountant. Options: cook or accountant. Select the correct occupation.,accountant
"I know that Ercole Walter Ferme is male and works as a accountant. Here are some options: accountant, mover. Which one is correct?",accountant
"Clinton Free is male. He works as a accountant. Candidates: accountant, housekeeper. Question: What job does he have?",accountant
"Q9319077 is male. He has a profession. Candidates: accountant, farmer. Which profession is his?",accountant
"Pavel Radovan Viglaský is male. He works as a accountant. Candidates: accountant, auditor. Question: What job does he have?",accountant
"Edmund Ward Poor is male. He works as a accountant. Candidates: accountant, laborer. Question: What job does he have?",accountant
"Francisco Pillado is male. He works as a accountant. Candidates: housekeeper, accountant. Question: What job does he have?",accountant
Information: Richard James Barnes is male. He works as a accountant. Options: accountant or cook. Select the correct occupation.,accountant
"Alexandre Mostrel is male. He has a profession. Candidates: librarian, accountant. Which profession is his?",accountant
Information: Aboubacar Sidiki Cissé is male. He works as a accountant. Options: assistant or accountant. Select the correct occupation.,accountant
"Stuart Young is male. He has a profession. Candidates: accountant, cashier. Which profession is his?",accountant
"Fan Jian is male. He has a profession. Candidates: assistant, accountant. Which profession is his?",accountant
"Takuya Nakazato is male. He works as a accountant. Candidates: accountant, cleaner. Question: What job does he have?",accountant
"Laurent Hamel works as a accountant. He is male. Candidates: hairdresser, accountant. Which job is correct?",accountant
"Aurelio Gurrea Martínez is male. He has a profession. Candidates: ceo, accountant. Which profession is his?",accountant
"Max Bolle works as a accountant. He is male. Candidates: accountant, auditor. Which job is correct?",accountant
"Antonio Geraldo de Souza Henriques Filho works as a accountant. He is male. Candidates: accountant, clerk. Which job is correct?",accountant
"H. Thomas Johnson is male. He works as a accountant. Candidates: accountant, janitor. Question: What job does he have?",accountant
Information: Olao Gaggioli is male. He works as a accountant. Options: chief or accountant. Select the correct occupation.,accountant
"Q131701734 is male. He has a profession. Candidates: carpenter, accountant. Which profession is his?",accountant
Information: Michael Coffie Boampong is male. He works as a accountant. Options: accountant or cleaner. Select the correct occupation.,accountant
"Junichirō Maeda is male. He works as a accountant. Candidates: accountant, carpenter. Question: What job does he have?",accountant
"Vaughan Collett Cooper is male. He has a profession. Candidates: accountant, developer. Which profession is his?",accountant
"Tibor Mattyasovszky Zsolnay works as a accountant. He is male. Candidates: analyst, accountant. Which job is correct?",accountant
Information: Gedeon Frâncu is male. He works as a accountant. Options: nurse or accountant. Select the correct occupation.,accountant
"Halvor Rivrud is male. He has a profession. Candidates: accountant, sheriff. Which profession is his?",accountant
"Marcos Paulo de Oliveira works as a accountant. He is male. Candidates: accountant, counselor. Which job is correct?",accountant
"I know that Albert Marius Jacobsen is male and works as a accountant. Here are some options: accountant, housekeeper. Which one is correct?",accountant
"Karl W. Abt works as a accountant. He is male. Candidates: accountant, laborer. Which job is correct?",accountant
"Q111738925 is male. He has a profession. Candidates: accountant, clerk. Which profession is his?",accountant
"I know that M. W. G. Kop is male and works as a accountant. Here are some options: accountant, ceo. Which one is correct?",accountant
"David Blanes works as a accountant. He is male. Candidates: accountant, laborer. Which job is correct?",accountant
Information: Hieu Van Le is male. He works as a accountant. Options: accountant or manager. Select the correct occupation.,accountant
"I know that John Tinniswood is male and works as a accountant. Here are some options: accountant, salesperson. Which one is correct?",accountant
"Juan Alberto Quilici is male. He works as a accountant. Candidates: accountant, cleaner. Question: What job does he have?",accountant
"Q134885624 is male. He works as a accountant. Candidates: accountant, mechanic. Question: What job does he have?",accountant
"Gerrit Bloemink works as a accountant. He is male. Candidates: manager, accountant. Which job is correct?",accountant
"Joao Neves works as a accountant. He is male. Candidates: accountant, ceo. Which job is correct?",accountant
Information: Luis Casadesus is male. He works as a accountant. Options: accountant or lawyer. Select the correct occupation.,accountant
"Hermann Schwarz works as a accountant. He is male. Candidates: counselor, accountant. Which job is correct?",accountant
Information: Sten Nackstad is male. He works as a accountant. Options: accountant or farmer. Select the correct occupation.,accountant
"Erling Bonnesen works as a accountant. He is male. Candidates: cashier, accountant. Which job is correct?",accountant
Information: Gerald Dooher is male. He works as a accountant. Options: accountant or editor. Select the correct occupation.,accountant
Information: Franz Joseph Theodor Franzky is male. He works as a accountant. Options: farmer or accountant. Select the correct occupation.,accountant
"I know that Jean-Charles Fortuné Henry is male and works as a accountant. Here are some options: accountant, tailor. Which one is correct?",accountant
"Alfred Beneke is male. He works as a accountant. Candidates: accountant, janitor. Question: What job does he have?",accountant
"Karl Eggers is male. He has a profession. Candidates: supervisor, accountant. Which profession is his?",accountant
"Yukito Ishiwari works as a accountant. He is male. Candidates: accountant, driver. Which job is correct?",accountant
"I know that Edward Pearce is male and works as a accountant. Here are some options: assistant, accountant. Which one is correct?",accountant
"Sidney Felsen is male. He works as a accountant. Candidates: janitor, accountant. Question: What job does he have?",accountant
"I know that John Ward is male and works as a accountant. Here are some options: developer, accountant. Which one is correct?",accountant
"Steve Moriyama is male. He works as a accountant. Candidates: accountant, chief. Question: What job does he have?",accountant
"Gerard Lodewijk Schlimmer is male. He works as a accountant. Candidates: accountant, chief. Question: What job does he have?",accountant
"Alexander Katan works as a accountant. He is male. Candidates: accountant, cook. Which job is correct?",accountant
"I know that Elmar Asmus is male and works as a accountant. Here are some options: counselor, accountant. Which one is correct?",accountant
"Yaacov Baniel works as a accountant. He is male. Candidates: accountant, farmer. Which job is correct?",accountant
Information: José Eduardo Osuna Lugo is male. He works as a accountant. Options: tailor or accountant. Select the correct occupation.,accountant
"I know that Q50378830 is male and works as a accountant. Here are some options: lawyer, accountant. Which one is correct?",accountant
"Hendrik Leendert Heijkoop is male. He has a profession. Candidates: accountant, ceo. Which profession is his?",accountant
"Hugh Thomas Burnett is male. He works as a accountant. Candidates: accountant, construction worker. Question: What job does he have?",accountant
"Steve Bundred is male. He has a profession. Candidates: hairdresser, accountant. Which profession is his?",accountant
Information: Andrés Caradonti is male. He works as a accountant. Options: auditor or accountant. Select the correct occupation.,accountant
"Ugo Clavenzani is male. He works as a accountant. Candidates: writer, accountant. Question: What job does he have?",accountant
"Maurilio Moraes works as a accountant. He is male. Candidates: accountant, physician. Which job is correct?",accountant
"Edvan Roriz is male. He works as a accountant. Candidates: physician, accountant. Question: What job does he have?",accountant
"I know that Bernard J. Reis is male and works as a accountant. Here are some options: accountant, manager. Which one is correct?",accountant
"Kurt Schlotthauer works as a accountant. He is male. Candidates: construction worker, accountant. Which job is correct?",accountant
"Eustache Kotingan works as a accountant. He is male. Candidates: accountant, tailor. Which job is correct?",accountant
"Robert E. Casey is male. He works as a accountant. Candidates: analyst, accountant. Question: What job does he have?",accountant
"Cecil Parkinson works as a accountant. He is male. Candidates: secretary, accountant. Which job is correct?",accountant
"Vlada Barzin is male. He works as a accountant. Candidates: teacher, accountant. Question: What job does he have?",accountant
"Arthur Valabh works as a accountant. He is male. Candidates: accountant, clerk. Which job is correct?",accountant
"Felix Kobinger is male. He has a profession. Candidates: accountant, ceo. Which profession is his?",accountant
"Q124357070 works as a accountant. He is male. Candidates: teacher, accountant. Which job is correct?",accountant
"I know that Christoffer Depken is male and works as a accountant. Here are some options: designer, accountant. Which one is correct?",accountant
"Ryan Lanza works as a accountant. He is male. Candidates: cleaner, accountant. Which job is correct?",accountant
"I know that Ricardo dos Santos Figueira is male and works as a accountant. Here are some options: assistant, accountant. Which one is correct?",accountant
"Efrat Peled is female. She has a profession. Candidates: lawyer, accountant. Which profession is her?",accountant
"Rosario Violeta Grijalva Salazar works as a accountant. She is female. Candidates: cook, accountant. Which job is correct?",accountant
"Alicja Gębczyńska is female. She works as a accountant. Candidates: physician, accountant. Question: What job does she have?",accountant
"Ingrid Schubert is female. She works as a accountant. Candidates: accountant, farmer. Question: What job does she have?",accountant
"Kamogelo Mowaneng works as a accountant. She is female. Candidates: accountant, driver. Which job is correct?",accountant
"Helena Plosová is female. She works as a accountant. Candidates: accountant, salesperson. Question: What job does she have?",accountant
Information: Laurence Tiennot-Herment is female. She works as a accountant. Options: designer or accountant. Select the correct occupation.,accountant
"Marcelle Robineau is female. She works as a accountant. Candidates: accountant, cook. Question: What job does she have?",accountant
"Lori Roy is female. She has a profession. Candidates: salesperson, accountant. Which profession is her?",accountant
"I know that Monica Chakwera is female and works as a accountant. Here are some options: ceo, accountant. Which one is correct?",accountant
"Pia Janols is female. She has a profession. Candidates: accountant, laborer. Which profession is her?",accountant
"Flora Masami works as a accountant. She is female. Candidates: accountant, supervisor. Which job is correct?",accountant
"I know that Lauren B. Peters is female and works as a accountant. Here are some options: cook, accountant. Which one is correct?",accountant
"Jana Vojáčková is female. She has a profession. Candidates: counselor, accountant. Which profession is her?",accountant
"I know that Tove Grasten is female and works as a accountant. Here are some options: accountant, mover. Which one is correct?",accountant
"Pip McCrostie works as a accountant. She is female. Candidates: accountant, ceo. Which job is correct?",accountant
"I know that Maria Rzepnikowska is female and works as a accountant. Here are some options: accountant, construction worker. Which one is correct?",accountant
Information: Ethel Mary Bage is female. She works as a accountant. Options: accountant or cashier. Select the correct occupation.,accountant
Information: Dianne Hiles is female. She works as a accountant. Options: accountant or writer. Select the correct occupation.,accountant
"Marina Muravyova-Gazmanova is female. She has a profession. Candidates: physician, accountant. Which profession is her?",accountant
"I know that Karin Olesen is female and works as a accountant. Here are some options: accountant, tailor. Which one is correct?",accountant
"Sonia Heckel is female. She works as a accountant. Candidates: tailor, accountant. Question: What job does she have?",accountant
Information: Delia Yolanda Mamani Huanca is female. She works as a accountant. Options: physician or accountant. Select the correct occupation.,accountant
"Muriel Roques-Étienne works as a accountant. She is female. Candidates: analyst, accountant. Which job is correct?",accountant
"Geraldine Ssali Busuulwa is female. She works as a accountant. Candidates: accountant, cashier. Question: What job does she have?",accountant
Information: Ana Cristina Mena Rivas is female. She works as a accountant. Options: librarian or accountant. Select the correct occupation.,accountant
"Sola Adesakin is female. She has a profession. Candidates: laborer, accountant. Which profession is her?",accountant
"I know that Estefanía Meléndez is female and works as a accountant. Here are some options: hairdresser, accountant. Which one is correct?",accountant
"I know that Janina Wencel is female and works as a accountant. Here are some options: accountant, secretary. Which one is correct?",accountant
"Mary Kathleen Kelly is female. She has a profession. Candidates: attendant, accountant. Which profession is her?",accountant
"Amy Thomson is female. She has a profession. Candidates: accountant, assistant. Which profession is her?",accountant
"Ruth Grimwood is female. She has a profession. Candidates: editor, accountant. Which profession is her?",accountant
Information: Isabelle Delyon is female. She works as a accountant. Options: accountant or tailor. Select the correct occupation.,accountant
"Elizabeth Arévalo is female. She works as a accountant. Candidates: sheriff, accountant. Question: What job does she have?",accountant
"Jane MacAdam is female. She has a profession. Candidates: baker, accountant. Which profession is her?",accountant
"Rachel Osborne works as a accountant. She is female. Candidates: ceo, accountant. Which job is correct?",accountant
"I know that Inuwa Yakubu Shalangwa is male and works as a analyst. Here are some options: assistant, analyst. Which one is correct?",analyst
"Mohammed Mansur Ibrahim is male. He has a profession. Candidates: analyst, lawyer. Which profession is his?",analyst
"I know that Ibrahim Misbahu Bala is male and works as a analyst. Here are some options: assistant, analyst. Which one is correct?",analyst
"Sabiu Mohammed is male. He works as a analyst. Candidates: analyst, accountant. Question: What job does he have?",analyst
"Yahaya Andrew Haruna is male. He works as a analyst. Candidates: analyst, hairdresser. Question: What job does he have?",analyst
"Shu'aibu Ikra Umar is male. He works as a analyst. Candidates: analyst, editor. Question: What job does he have?",analyst
"Ana Ayuso Pozo is female. She has a profession. Candidates: analyst, counselor. Which profession is her?",analyst
Information: David Edwards is male. He works as a assistant. Options: assistant or driver. Select the correct occupation.,assistant
"John III of Henneberg-Schleusingen is male. He has a profession. Candidates: construction worker, assistant. Which profession is his?",assistant
Information: Aleksander Jaworowski is male. He works as a assistant. Options: hairdresser or assistant. Select the correct occupation.,assistant
"Ladislav Husák is male. He works as a assistant. Candidates: manager, assistant. Question: What job does he have?",assistant
Information: Jacques Maggiori is male. He works as a assistant. Options: assistant or driver. Select the correct occupation.,assistant
Information: Tomáš Klášterecký is male. He works as a assistant. Options: hairdresser or assistant. Select the correct occupation.,assistant
"Gerard Vilardaga i Cunill is male. He works as a assistant. Candidates: sheriff, assistant. Question: What job does he have?",assistant
"David Edmondson is male. He has a profession. Candidates: assistant, auditor. Which profession is his?",assistant
"I know that Kudi A Ayuba is male and works as a assistant. Here are some options: assistant, sheriff. Which one is correct?",assistant
"Andrew McRae Davidson is male. He has a profession. Candidates: supervisor, assistant. Which profession is his?",assistant
"Abel Contreras is male. He has a profession. Candidates: janitor, assistant. Which profession is his?",assistant
"Neithard Kuhrke works as a assistant. He is male. Candidates: assistant, janitor. Which job is correct?",assistant
"Jan Øyvind Helgesen is male. He works as a assistant. Candidates: baker, assistant. Question: What job does he have?",assistant
"Rainer Karl Litz is male. He works as a assistant. Candidates: assistant, housekeeper. Question: What job does he have?",assistant
"Maurits Gerard De Keyzer is male. He works as a assistant. Candidates: assistant, sheriff. Question: What job does he have?",assistant
"I know that Ludwig is male and works as a assistant. Here are some options: assistant, auditor. Which one is correct?",assistant
"Nikolaus Fries is male. He works as a assistant. Candidates: counselor, assistant. Question: What job does he have?",assistant
"Ernst Dertmann is male. He has a profession. Candidates: receptionist, assistant. Which profession is his?",assistant
"Filip Skoumal is male. He works as a assistant. Candidates: assistant, nurse. Question: What job does he have?",assistant
"Paul von Aldringen is male. He has a profession. Candidates: assistant, designer. Which profession is his?",assistant
"Kryštof Látal is male. He works as a assistant. Candidates: assistant, baker. Question: What job does he have?",assistant
"Camille Blauwet is male. He has a profession. Candidates: ceo, assistant. Which profession is his?",assistant
"Antonio Donato Sciacovelli is male. He has a profession. Candidates: assistant, mover. Which profession is his?",assistant
"I know that Gordon Cressy is male and works as a assistant. Here are some options: assistant, secretary. Which one is correct?",assistant
Information: Michael Sheppard is male. He works as a assistant. Options: baker or assistant. Select the correct occupation.,assistant
"Rafael Schmid is male. He works as a assistant. Candidates: sheriff, assistant. Question: What job does he have?",assistant
Information: Robin Tonniau is male. He works as a assistant. Options: assistant or construction worker. Select the correct occupation.,assistant
"I know that Oscar Graubner is male and works as a assistant. Here are some options: secretary, assistant. Which one is correct?",assistant
Information: Debin Tian is male. He works as a assistant. Options: assistant or physician. Select the correct occupation.,assistant
"I know that Eberhard Arbeiter is male and works as a assistant. Here are some options: tailor, assistant. Which one is correct?",assistant
"George L. Kelling is male. He has a profession. Candidates: assistant, editor. Which profession is his?",assistant
Information: Ian Cummins is male. He works as a assistant. Options: assistant or physician. Select the correct occupation.,assistant
"Joel E. Bernard is male. He has a profession. Candidates: librarian, assistant. Which profession is his?",assistant
"Ronald Lutz is male. He works as a assistant. Candidates: attendant, assistant. Question: What job does he have?",assistant
"Alexandre Stephan works as a assistant. He is male. Candidates: carpenter, assistant. Which job is correct?",assistant
"Jürgen Brehme is male. He has a profession. Candidates: secretary, assistant. Which profession is his?",assistant
"Dirk Jan Vakkers is male. He has a profession. Candidates: designer, assistant. Which profession is his?",assistant
"Filip Gerec is male. He has a profession. Candidates: assistant, designer. Which profession is his?",assistant
Information: Börje Nilsson is male. He works as a assistant. Options: assistant or farmer. Select the correct occupation.,assistant
"Anton Heppeler is male. He has a profession. Candidates: janitor, assistant. Which profession is his?",assistant
"Detlef Luthe works as a assistant. He is male. Candidates: secretary, assistant. Which job is correct?",assistant
"Jean-Marie Ecoiffier is male. He has a profession. Candidates: mechanic, assistant. Which profession is his?",assistant
"Arnaud de Broca is male. He has a profession. Candidates: cook, assistant. Which profession is his?",assistant
Information: Valdemars Briedis is male. He works as a assistant. Options: mechanic or assistant. Select the correct occupation.,assistant
"Marinus P. Verpoorte is male. He works as a assistant. Candidates: tailor, assistant. Question: What job does he have?",assistant
"Bart van Kent is male. He works as a assistant. Candidates: cleaner, assistant. Question: What job does he have?",assistant
"Iyare Godfrey Innocent is male. He works as a assistant. Candidates: counselor, assistant. Question: What job does he have?",assistant
"Robert C. DiGiulio is male. He has a profession. Candidates: assistant, laborer. Which profession is his?",assistant
"Matthias Belke-Zeng is male. He has a profession. Candidates: tailor, assistant. Which profession is his?",assistant
"I know that Ronald G. Lewis is male and works as a assistant. Here are some options: assistant, baker. Which one is correct?",assistant
"I know that Gerhard Regel is male and works as a assistant. Here are some options: baker, assistant. Which one is correct?",assistant
"Chris Farrelly works as a assistant. He is male. Candidates: hairdresser, assistant. Which job is correct?",assistant
"Andreas Polutta is male. He has a profession. Candidates: assistant, attendant. Which profession is his?",assistant
"Henry Thomas Hancock is male. He works as a assistant. Candidates: assistant, driver. Question: What job does he have?",assistant
Information: Harekala Hajabba is male. He works as a assistant. Options: assistant or farmer. Select the correct occupation.,assistant
"Prafulla Samantara is male. He works as a assistant. Candidates: editor, assistant. Question: What job does he have?",assistant
"Q125579931 works as a assistant. He is male. Candidates: analyst, assistant. Which job is correct?",assistant
"Michael Feil works as a assistant. He is male. Candidates: baker, assistant. Which job is correct?",assistant
"Arno Combe is male. He has a profession. Candidates: assistant, developer. Which profession is his?",assistant
"Jens Jekewitz works as a assistant. He is male. Candidates: assistant, construction worker. Which job is correct?",assistant
"I know that Mark Lusk is male and works as a assistant. Here are some options: writer, assistant. Which one is correct?",assistant
Information: Jack Calhoun is male. He works as a assistant. Options: assistant or supervisor. Select the correct occupation.,assistant
"Haji Munna works as a assistant. He is male. Candidates: assistant, construction worker. Which job is correct?",assistant
"I know that Stephen Budd is male and works as a assistant. Here are some options: assistant, cashier. Which one is correct?",assistant
Information: Ed Carlos Silva Nascimento is male. He works as a assistant. Options: assistant or tailor. Select the correct occupation.,assistant
Information: Marcus Hußmann is male. He works as a assistant. Options: secretary or assistant. Select the correct occupation.,assistant
"I know that José Palacios is male and works as a assistant. Here are some options: counselor, assistant. Which one is correct?",assistant
"Olof Östling works as a assistant. He is male. Candidates: guard, assistant. Which job is correct?",assistant
"Ademir Laurentino dos Santos Estevão works as a assistant. He is male. Candidates: janitor, assistant. Which job is correct?",assistant
"G. Muniratnam is male. He has a profession. Candidates: assistant, baker. Which profession is his?",assistant
"Thomas Geisen is male. He works as a assistant. Candidates: assistant, cook. Question: What job does he have?",assistant
"Frank Alford is male. He has a profession. Candidates: auditor, assistant. Which profession is his?",assistant
"Dietmar Böhm is male. He works as a assistant. Candidates: ceo, assistant. Question: What job does he have?",assistant
"Edwin Courtland Dinwiddie works as a assistant. He is male. Candidates: assistant, receptionist. Which job is correct?",assistant
"Carlos Stetter works as a assistant. He is male. Candidates: cashier, assistant. Which job is correct?",assistant
"Hans-Jürgen Seemann is male. He works as a assistant. Candidates: cleaner, assistant. Question: What job does he have?",assistant
"Peter Chai is male. He has a profession. Candidates: physician, assistant. Which profession is his?",assistant
"Bibhuti Bhushan Sarkar works as a assistant. He is male. Candidates: assistant, cleaner. Which job is correct?",assistant
"Zuzana Rebcová is female. She has a profession. Candidates: receptionist, assistant. Which profession is her?",assistant
"Maria Cristina Leal de Carvalho Viegas is female. She works as a assistant. Candidates: assistant, cleaner. Question: What job does she have?",assistant
"Adar Abdulkadir is female. She works as a assistant. Candidates: cashier, assistant. Question: What job does she have?",assistant
"I know that Jeanie Walker is female and works as a assistant. Here are some options: assistant, accountant. Which one is correct?",assistant
"I know that Cecilia Gallik Kennedy is female and works as a assistant. Here are some options: attendant, assistant. Which one is correct?",assistant
"Louisa Irwin is female. She works as a assistant. Candidates: housekeeper, assistant. Question: What job does she have?",assistant
"Harriett Eliza MacKinlay works as a assistant. She is female. Candidates: assistant, sheriff. Which job is correct?",assistant
"Zdeňka Chytilová is female. She works as a assistant. Candidates: assistant, laborer. Question: What job does she have?",assistant
"Cristiane Denise Modolo Siqueira works as a assistant. She is female. Candidates: auditor, assistant. Which job is correct?",assistant
